50	4	1
4
	0	98	1	59	2	34	3	78
	0	14	1	93	2	13	3	27
	0	29	1	87	2	38	3	50
	0	94	1	19	2	89	3	86
	0	45	1	12	2	99	3	16
	0	96	1	53	2	13	3	88
	0	63	1	31	2	69	3	68
	0	2	1	3	2	8	3	16
	0	89	1	78	2	5	3	89
	0	6	1	36	2	25	3	69
	0	69	1	65	2	11	3	11
	0	66	1	27	2	88	3	22
	0	36	1	42	2	97	3	60
	0	55	1	8	2	51	3	64
	0	64	1	37	2	21	3	6
	0	10	1	20	2	42	3	60
	0	16	1	14	2	46	3	15
	0	80	1	60	2	18	3	92
	0	92	1	18	2	83	3	1
	0	81	1	35	2	10	3	14
	0	83	1	29	2	47	3	69
	0	41	1	8	2	78	3	98
	0	19	1	7	2	5	3	73
	0	54	1	51	2	57	3	88
	0	19	1	47	2	23	3	59
	0	25	1	93	2	8	3	49
	0	39	1	25	2	20	3	21
	0	27	1	72	2	71	3	15
	0	27	1	52	2	17	3	48
	0	44	1	82	2	10	3	41
	0	69	1	20	2	86	3	72
	0	25	1	26	2	68	3	52
	0	38	1	54	2	1	3	24
	0	33	1	64	2	11	3	93
	0	51	1	63	2	87	3	76
	0	96	1	66	2	86	3	80
	0	8	1	88	2	70	3	99
	0	55	1	57	2	63	3	48
	0	53	1	53	2	30	3	8
	0	14	1	71	2	90	3	5
	0	16	1	14	2	46	3	12
	0	94	1	1	2	43	3	76
	0	67	1	11	2	50	3	68
	0	78	1	45	2	70	3	60
	0	67	1	16	2	74	3	26
	0	64	1	62	2	52	3	72
	0	12	1	85	2	3	3	82
	0	12	1	16	2	41	3	100
	0	91	1	5	2	24	3	28
	0	99	1	31	2	18	3	53
SSD
M0
14	23	30	30	30	12	15	4	13	7	18	16	28	12	26	29	19	31	33	11	5	24	17	18	3	2	22	22	19	38	16	21	25	24	13	29	22	26	6	13	19	8	27	9	12	21	1	14	10	28	
27	17	34	8	31	15	31	45	20	23	2	29	31	31	23	20	29	31	6	34	31	13	8	16	19	19	20	18	17	36	20	27	16	26	23	13	7	22	6	21	5	34	24	32	27	26	20	31	36	35	
26	21	10	18	26	4	28	19	28	20	33	33	8	27	28	15	1	19	15	26	25	19	22	12	34	21	35	26	17	15	37	38	30	1	17	27	24	23	17	1	24	7	27	16	27	30	23	22	2	6	
26	35	30	27	47	11	26	27	1	42	24	38	8	33	13	36	9	22	13	32	8	23	30	40	10	17	14	13	10	9	27	21	35	18	26	35	26	31	11	27	34	21	20	30	35	8	19	22	14	11	
33	22	3	19	18	30	26	30	26	18	16	25	23	19	36	7	32	32	42	29	35	14	31	29	29	9	33	9	20	8	17	21	5	9	31	16	27	21	20	15	31	29	31	23	30	9	5	30	22	7	
28	2	40	10	37	31	25	29	30	39	18	13	20	27	32	30	37	23	15	36	28	29	22	4	35	6	17	11	6	14	36	39	11	2	21	29	23	28	22	5	21	11	31	2	37	7	33	15	35	17	
4	13	25	2	25	12	10	22	2	2	25	15	32	16	18	28	29	35	13	13	3	10	15	15	25	22	33	33	31	11	17	22	34	7	35	7	31	23	23	26	28	26	28	16	5	22	2	32	19	44	
8	17	26	24	34	6	25	31	7	36	12	22	22	23	20	23	13	25	37	5	4	18	23	12	41	33	16	16	23	32	29	19	19	27	16	31	28	22	36	7	13	2	32	22	6	33	35	8	4	23	
16	17	13	30	2	9	6	30	37	16	33	9	28	22	4	32	35	24	26	7	35	18	14	38	2	31	2	39	29	44	21	39	7	26	29	22	19	2	37	13	36	29	39	20	7	20	19	25	27	8	
15	20	17	32	17	37	2	34	15	7	20	7	24	16	37	20	28	37	20	5	14	16	7	42	17	18	25	25	24	48	38	22	26	26	27	16	30	15	15	41	27	36	25	8	20	22	34	38	14	37	
