50	8	1
8
	0	36	1	39	2	49	3	78	4	55	5	5	6	6	7	69
	0	22	1	3	2	33	3	41	4	72	5	88	6	4	7	81
	0	18	1	73	2	5	3	36	4	5	5	80	6	1	7	15
	0	85	1	9	2	27	3	25	4	21	5	32	6	96	7	27
	0	8	1	14	2	45	3	21	4	31	5	59	6	95	7	50
	0	38	1	78	2	39	3	37	4	43	5	88	6	60	7	42
	0	50	1	30	2	68	3	41	4	9	5	14	6	64	7	38
	0	87	1	90	2	28	3	98	4	76	5	43	6	35	7	1
	0	14	1	14	2	95	3	29	4	38	5	45	6	12	7	69
	0	64	1	49	2	79	3	53	4	84	5	6	6	89	7	8
	0	93	1	82	2	74	3	43	4	45	5	75	6	69	7	58
	0	25	1	87	2	3	3	72	4	53	5	15	6	12	7	88
	0	7	1	78	2	76	3	67	4	80	5	54	6	87	7	43
	0	53	1	57	2	34	3	53	4	96	5	32	6	20	7	94
	0	99	1	68	2	100	3	8	4	17	5	54	6	45	7	89
	0	53	1	41	2	31	3	14	4	53	5	41	6	54	7	3
	0	40	1	47	2	67	3	1	4	58	5	76	6	46	7	86
	0	57	1	43	2	80	3	2	4	85	5	56	6	80	7	16
	0	22	1	30	2	25	3	2	4	28	5	42	6	20	7	48
	0	22	1	94	2	90	3	88	4	80	5	11	6	89	7	62
	0	65	1	61	2	45	3	96	4	77	5	2	6	19	7	15
	0	30	1	48	2	96	3	67	4	52	5	69	6	98	7	91
	0	14	1	8	2	27	3	91	4	81	5	29	6	22	7	50
	0	87	1	85	2	57	3	60	4	38	5	15	6	47	7	80
	0	38	1	62	2	90	3	19	4	40	5	22	6	33	7	44
	0	25	1	11	2	60	3	13	4	1	5	61	6	2	7	32
	0	29	1	42	2	83	3	39	4	79	5	6	6	80	7	11
	0	1	1	56	2	12	3	96	4	29	5	44	6	54	7	74
	0	9	1	90	2	79	3	35	4	49	5	28	6	17	7	90
	0	95	1	74	2	50	3	6	4	35	5	24	6	20	7	57
	0	20	1	74	2	73	3	13	4	25	5	63	6	22	7	46
	0	16	1	46	2	32	3	62	4	56	5	89	6	40	7	58
	0	33	1	86	2	90	3	9	4	8	5	10	6	98	7	69
	0	94	1	78	2	44	3	11	4	56	5	49	6	80	7	80
	0	40	1	44	2	75	3	79	4	22	5	92	6	75	7	72
	0	86	1	98	2	95	3	23	4	23	5	40	6	31	7	49
	0	62	1	90	2	1	3	7	4	19	5	58	6	5	7	95
	0	74	1	62	2	20	3	94	4	69	5	24	6	10	7	18
	0	43	1	92	2	65	3	1	4	74	5	82	6	68	7	3
	0	64	1	50	2	79	3	44	4	33	5	88	6	57	7	62
	0	51	1	43	2	90	3	94	4	87	5	63	6	66	7	85
	0	88	1	67	2	57	3	20	4	76	5	42	6	39	7	85
	0	80	1	60	2	23	3	45	4	84	5	25	6	28	7	55
	0	3	1	44	2	64	3	92	4	88	5	23	6	45	7	13
	0	51	1	85	2	36	3	37	4	14	5	16	6	9	7	54
	0	90	1	35	2	33	3	56	4	81	5	93	6	94	7	98
	0	6	1	87	2	27	3	78	4	54	5	10	6	85	7	45
	0	56	1	21	2	25	3	32	4	92	5	37	6	24	7	17
	0	16	1	57	2	17	3	1	4	3	5	7	6	61	7	18
	0	32	1	6	2	25	3	67	4	86	5	67	6	3	7	73
SSD
M0
32	7	12	23	30	15	26	20	21	10	17	15	13	10	11	24	25	15	6	20	16	13	25	20	23	10	6	9	12	27	26	12	18	27	41	11	23	32	28	34	9	28	23	24	24	17	33	22	12	16	
47	27	27	14	5	29	26	9	32	23	5	24	28	28	23	17	30	30	15	15	6	41	16	22	29	24	15	26	29	3	16	29	24	33	37	8	30	17	18	20	36	2	17	18	21	9	24	3	21	2	
2	28	17	22	27	31	6	13	28	34	4	40	35	30	25	36	22	33	18	16	32	14	12	35	22	6	25	40	11	21	30	26	11	27	43	22	27	31	17	5	26	24	30	40	23	46	38	16	43	4	
28	2	8	11	26	20	14	30	24	4	17	17	16	11	11	1	9	16	10	28	1	21	11	11	9	14	22	32	3	15	9	16	32	11	10	14	3	35	1	30	18	23	13	32	15	17	2	13	17	9	
34	23	19	1	28	16	35	26	23	10	9	23	15	15	29	14	17	35	2	24	24	28	24	9	18	16	32	30	27	9	27	31	33	20	42	20	25	17	24	23	25	30	25	20	15	25	11	7	8	22	
20	10	5	16	11	13	19	13	3	28	10	10	6	18	19	12	18	8	21	13	9	17	18	13	16	16	4	2	5	16	8	16	34	20	34	4	16	25	7	21	20	21	16	17	11	4	27	15	1	9	
8	5	20	15	13	22	11	14	2	30	16	2	21	1	28	13	17	18	23	8	10	25	12	11	11	4	19	17	20	12	27	7	32	31	6	19	6	28	20	20	33	27	25	20	29	25	28	24	20	24	
29	35	11	24	34	15	31	12	31	35	10	10	27	22	1	28	24	8	1	30	6	30	26	22	9	8	28	27	13	9	9	13	9	10	25	24	29	10	3	33	22	33	5	2	11	23	13	30	24	18	
22	11	5	16	21	6	19	13	14	28	10	10	6	1	20	6	1	8	10	13	9	18	6	12	16	16	4	2	5	20	18	14	27	20	21	4	16	19	5	4	20	17	12	11	17	10	12	15	5	9	
24	22	4	24	31	20	27	21	20	36	18	18	14	3	6	22	9	16	15	21	17	26	26	10	21	15	12	10	13	25	23	2	21	17	37	12	1	24	28	5	12	18	24	16	25	18	20	19	13	10	
20	12	14	13	4	28	14	26	27	22	18	14	25	25	25	3	27	29	14	23	4	2	30	21	26	20	24	42	19	21	2	27	32	16	27	19	35	24	28	35	34	17	35	16	25	7	23	19	20	8	
21	29	1	6	28	32	2	29	29	14	23	10	33	21	4	4	38	39	15	30	5	33	13	13	38	25	25	45	30	11	33	18	7	21	9	31	30	28	16	24	17	7	25	41	25	35	36	23	42	6	
21	1	20	26	17	21	34	28	1	24	25	25	3	7	29	21	5	15	25	9	24	33	15	27	31	26	16	17	20	17	23	26	27	29	36	19	3	20	20	19	27	8	3	20	29	18	27	13	17	11	
10	12	11	13	4	28	27	23	12	22	18	18	4	7	13	18	16	26	11	20	16	15	16	12	10	8	27	28	24	16	19	24	28	9	36	17	14	15	4	30	32	13	14	13	22	8	3	19	7	22	
25	29	23	2	32	19	39	23	19	39	30	16	29	24	26	21	32	26	9	37	15	33	20	24	7	6	23	26	23	14	26	1	15	24	43	28	35	1	15	11	27	28	35	41	6	9	15	11	4	17	
4	23	17	21	34	18	16	5	31	33	3	24	23	18	42	6	23	13	17	13	32	30	22	1	16	23	31	29	12	22	25	27	41	18	23	23	15	25	22	6	12	4	16	44	24	3	9	12	30	4	
