50	4	1
4
	0	18	1	70	2	71	3	17
	0	76	1	72	2	57	3	6
	0	97	1	77	2	66	3	29
	0	98	1	87	2	25	3	14
	0	80	1	54	2	4	3	59
	0	28	1	82	2	27	3	93
	0	38	1	40	2	17	3	58
	0	67	1	11	2	55	3	14
	0	12	1	63	2	72	3	77
	0	8	1	40	2	60	3	72
	0	61	1	89	2	17	3	20
	0	92	1	99	2	3	3	41
	0	19	1	75	2	34	3	92
	0	54	1	32	2	98	3	20
	0	36	1	16	2	89	3	49
	0	74	1	48	2	72	3	85
	0	33	1	96	2	77	3	49
	0	29	1	69	2	6	3	38
	0	55	1	38	2	79	3	2
	0	38	1	82	2	92	3	59
	0	12	1	56	2	8	3	20
	0	20	1	88	2	76	3	53
	0	38	1	99	2	61	3	64
	0	34	1	50	2	15	3	3
	0	37	1	10	2	64	3	99
	0	40	1	49	2	23	3	18
	0	31	1	66	2	31	3	42
	0	38	1	27	2	20	3	82
	0	14	1	38	2	4	3	9
	0	28	1	40	2	88	3	8
	0	100	1	32	2	11	3	69
	0	51	1	10	2	12	3	85
	0	74	1	45	2	12	3	93
	0	45	1	72	2	37	3	27
	0	41	1	13	2	50	3	4
	0	96	1	24	2	17	3	27
	0	76	1	62	2	99	3	24
	0	81	1	80	2	62	3	1
	0	74	1	54	2	18	3	29
	0	26	1	18	2	90	3	46
	0	100	1	42	2	99	3	96
	0	48	1	27	2	78	3	83
	0	41	1	20	2	14	3	54
	0	15	1	64	2	10	3	8
	0	53	1	68	2	72	3	31
	0	84	1	99	2	27	3	48
	0	12	1	6	2	60	3	10
	0	63	1	63	2	79	3	2
	0	66	1	43	2	2	3	74
	0	52	1	6	2	74	3	99
SSD
M0
40	14	2	28	47	19	13	21	40	48	40	38	19	42	5	31	34	14	7	38	33	19	3	34	13	42	47	45	29	41	26	45	9	37	37	40	23	18	38	22	30	44	31	41	24	16	20	31	41	31	
30	17	18	16	39	30	16	7	19	8	29	39	21	32	21	3	31	38	25	24	22	15	37	18	18	30	9	14	23	21	18	22	19	17	21	18	17	39	20	32	39	6	34	43	30	35	22	29	39	18	
28	33	2	8	31	15	1	30	24	33	27	27	29	14	18	28	27	21	34	26	39	31	22	23	17	29	32	33	11	33	26	11	13	41	29	9	4	29	17	22	21	17	30	13	19	19	12	13	33	19	
27	20	20	4	2	25	25	12	27	22	27	21	18	25	25	26	23	23	30	6	7	22	2	12	23	11	30	12	7	6	17	9	18	1	20	22	24	32	21	23	26	28	21	27	4	21	3	31	5	13	
24	16	9	35	18	14	35	31	24	13	34	27	15	34	22	29	16	17	28	13	26	14	17	19	27	2	24	36	11	5	23	27	24	30	12	24	22	17	31	7	17	26	9	42	35	40	13	18	18	10	
3	24	23	28	35	4	31	28	20	37	13	7	3	33	23	19	6	29	14	17	13	22	23	16	33	5	8	26	30	23	30	36	30	34	11	12	16	38	41	8	29	18	12	34	3	27	41	2	28	1	
41	9	21	37	28	10	36	5	24	32	4	5	28	17	21	3	1	11	11	28	31	30	33	30	8	31	5	6	13	41	20	26	20	38	30	23	8	38	26	26	35	7	32	20	38	23	37	19	9	20	
32	16	16	27	25	6	3	44	24	28	8	31	19	33	27	1	3	19	31	32	3	2	2	22	23	25	37	24	20	16	22	35	10	25	24	17	27	26	35	17	24	20	6	18	15	17	36	36	3	7	
41	3	4	14	17	39	23	30	3	37	7	23	25	1	25	43	23	22	30	22	44	40	19	24	23	31	43	22	7	5	45	24	11	22	19	38	26	32	15	41	10	31	27	35	2	12	31	41	32	12	
30	1	19	26	23	28	14	24	3	3	13	24	30	16	5	12	28	31	9	35	22	18	21	2	38	23	33	15	22	5	2	6	3	37	5	3	1	42	24	16	23	5	18	34	14	27	6	40	27	2	
